          Title="3D head and conc at t=   0.5000E+04 days"
          variables="x","y","z","head","conc"
          zone i=      22, j=      42, k=      42, T="3D"
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.97616788E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.19523358E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.29285036E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.39046715E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.48808394E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.58570073E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.68331751E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.78093430E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.87855109E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.97616788E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.10737847E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.11714015E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.12690182E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.13666350E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.14642518E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.15618686E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.16594854E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.17571022E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.18547190E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.19523358E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.20499525E+02  0.49951915E+00  0.40227341E-09
  0.00000000E+00  0.24878049E+01  0.00000000E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.97616993E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.19523399E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.29285098E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.39046797E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.48808497E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.58570196E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.68331895E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.78093595E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.87855294E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.97616993E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.10737869E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.11714039E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.12690209E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.13666379E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.14642549E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.15618719E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.16594889E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.17571059E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.18547229E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.19523399E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.24878049E+01  0.20499569E+02  0.49956286E+00  0.36224778E-09
  0.00000000E+00  0.49756098E+01  0.00000000E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.97617424E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.19523485E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.29285227E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.39046969E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.48808712E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.58570454E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.68332197E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.78093939E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.87855681E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.97617424E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.10737917E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.11714091E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.12690265E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.13666439E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.14642614E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.15618788E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.16594962E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.17571136E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.18547310E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.19523485E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.49756098E+01  0.20499659E+02  0.49965415E+00  0.34199840E-09
  0.00000000E+00  0.74634146E+01  0.00000000E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.97617795E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.19523559E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.29285338E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.39047118E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.48808897E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.58570677E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.68332456E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.78094236E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.87856015E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.97617795E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.10737957E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.11714135E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.12690313E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.13666491E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.14642669E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.15618847E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.16595025E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.17571203E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.18547381E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.19523559E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.74634146E+01  0.20499737E+02  0.49973261E+00  0.49396401E-09
  0.00000000E+00  0.99512195E+01  0.00000000E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.97617487E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.19523497E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.29285246E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.39046995E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.48808743E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.58570492E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.68332241E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.78093989E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.87855738E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.97617487E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.10737924E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.11714098E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.12690273E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.13666448E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.14642623E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.15618798E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.16594973E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.17571148E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.18547322E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.19523497E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.99512195E+01  0.20499672E+02  0.49966683E+00  0.59297970E-09
  0.00000000E+00  0.12439024E+02  0.00000000E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.97617887E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.19523577E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.29285366E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.39047155E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.48808943E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.58570732E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.68332521E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.78094309E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.87856098E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.97617887E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.10737968E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.11714146E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.12690325E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.13666504E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.14642683E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.15618862E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.16595041E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.17571220E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.18547398E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.19523577E+02  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.12439024E+02  0.20499756E+02  0.49975056E+00  0.47544281E-09
  0.00000000E+00  0.14926829E+02  0.00000000E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.14926829E+02  0.97618711E+00  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.14926829E+02  0.19523742E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.14926829E+02  0.29285613E+01  0.50000000E+00  0.00000000E+00
  0.00000000E+00  0.14926829E+02  0.39047485E+01  0.50000000E+00  0.00000000E+00
